ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2024
6_303_3082_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Petrol,km,kWh (Net CV),0.86634
6_303_3083_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,CNG,km,kWh (Net CV),
6_303_3084_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,LPG,km,kWh (Net CV),
6_303_3085_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Unknown,km,kWh (Net CV),
6_303_3086_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),
6_303_3087_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3081_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Diesel,miles,kWh (Net CV),0.97521
6_303_3082_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Petrol,miles,kWh (Net CV),1.39424
6_303_3083_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,CNG,miles,kWh (Net CV),
6_303_3084_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,LPG,miles,kWh (Net CV),
6_303_3085_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Unknown,miles,kWh (Net CV),
6_303_3086_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),
6_303_3087_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_303_3088_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,tonne.km,kWh (Net CV),2.41662
6_303_3089_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,tonne.km,kWh (Net CV),3.57298
6_303_3090_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,CNG,tonne.km,kWh (Net CV),
6_303_3091_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,LPG,tonne.km,kWh (Net CV),
6_303_3092_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,tonne.km,kWh (Net CV),
6_303_3093_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),
6_303_3094_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3088_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,km,kWh (Net CV),0.74460
6_303_3089_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,km,kWh (Net CV),0.93732
6_303_3090_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,CNG,km,kWh (Net CV),
6_303_3091_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,LPG,km,kWh (Net CV),
6_303_3092_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,km,kWh (Net CV),
6_303_3093_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),
6_303_3094_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3088_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,miles,kWh (Net CV),1.19832
6_303_3089_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,miles,kWh (Net CV),1.50848
6_303_3090_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,CNG,miles,kWh (Net CV),
6_303_3091_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,LPG,miles,kWh (Net CV),
6_303_3092_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,miles,kWh (Net CV),
6_303_3093_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),
6_303_3094_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_303_3095_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,tonne.km,kWh (Net CV),2.43289
6_303_3096_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,tonne.km,kWh (Net CV),3.72873
6_303_3097_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,CNG,tonne.km,kWh (Net CV),
6_303_3098_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,LPG,tonne.km,kWh (Net CV),
6_303_3099_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,tonne.km,kWh (Net CV),
6_303_3100_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.42959
6_303_3101_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3095_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,km,kWh (Net CV),1.08497
6_303_3096_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,km,kWh (Net CV),1.50970
6_303_3097_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,CNG,km,kWh (Net CV),
6_303_3098_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,LPG,km,kWh (Net CV),
6_303_3099_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,km,kWh (Net CV),
6_303_3100_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.56797
6_303_3101_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3095_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,miles,kWh (Net CV),1.74610
6_303_3096_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,miles,kWh (Net CV),2.42963
6_303_3097_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,CNG,miles,kWh (Net CV),
6_303_3098_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,LPG,miles,kWh (Net CV),
6_303_3099_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,miles,kWh (Net CV),
6_303_3100_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.91406
6_303_3101_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_303_3102_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Diesel,tonne.km,kWh (Net CV),2.4423200
6_303_3103_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Petrol,tonne.km,kWh (Net CV),3.54045
6_303_3104_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,CNG,tonne.km,kWh (Net CV),3.05311
6_303_3105_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,LPG,tonne.km,kWh (Net CV),2.96718
6_303_3106_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Unknown,tonne.km,kWh (Net CV),2.47335
6_303_3107_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.42959
6_303_3108_14_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,kWh (Net CV),0.00000
6_303_3102_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Diesel,km,kWh (Net CV),0.99155
6_303_3103_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Petrol,km,kWh (Net CV),0.95404
6_303_3104_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,CNG,km,kWh (Net CV),1.23317
6_303_3105_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,LPG,km,kWh (Net CV),1.19846
6_303_3106_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Unknown,km,kWh (Net CV),0.99049
6_303_3107_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.56797
6_303_3108_4_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,km,kWh (Net CV),0.00000
6_303_3102_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Diesel,miles,kWh (Net CV),1.59574
6_303_3103_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Petrol,miles,kWh (Net CV),1.53538
6_303_3104_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,CNG,miles,kWh (Net CV),1.98459
6_303_3105_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,LPG,miles,kWh (Net CV),1.92873
6_303_3106_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Unknown,miles,kWh (Net CV),1.59404
6_303_3107_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.91406
6_303_3108_9_5,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,miles,kWh (Net CV),0.00000
6_304_3109_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,tonne.km,kWh (Net CV),
6_304_3110_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,tonne.km,kWh (Net CV),1.73124
6_304_3111_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,tonne.km,kWh (Net CV),0.93487
6_304_3112_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average Laden,tonne.km,kWh (Net CV),1.99053
6_304_3109_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kWh (Net CV),1.78508
6_304_3110_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kWh (Net CV),1.94030
6_304_3111_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kWh (Net CV),2.09552
6_304_3112_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average Laden,km,kWh (Net CV),1.91857
6_304_3109_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kWh (Net CV),2.87280
6_304_3110_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kWh (Net CV),3.12261
6_304_3111_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kWh (Net CV),3.37242
6_304_3112_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average Laden,miles,kWh (Net CV),3.08764
6_304_3113_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,tonne.km,kWh (Net CV),
6_304_3114_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,kWh (Net CV),1.03179
6_304_3115_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,kWh (Net CV),0.58038
6_304_3116_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average Laden,tonne.km,kWh (Net CV),1.49687
6_304_3113_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kWh (Net CV),2.13812
6_304_3114_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kWh (Net CV),2.44357
6_304_3115_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kWh (Net CV),2.74902
6_304_3116_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average Laden,km,kWh (Net CV),2.33972
6_304_3113_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kWh (Net CV),3.44098
6_304_3114_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kWh (Net CV),3.93254
6_304_3115_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kWh (Net CV),4.42411
6_304_3116_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average Laden,miles,kWh (Net CV),3.76541
6_304_3117_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,tonne.km,kWh (Net CV),
6_304_3118_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,kWh (Net CV),0.78975
6_304_3119_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,kWh (Net CV),0.46595
6_304_3120_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,Average Laden,tonne.km,kWh (Net CV),0.60475
6_304_3117_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kWh (Net CV),2.94175
6_304_3118_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kWh (Net CV),3.58750
6_304_3119_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kWh (Net CV),4.23325
6_304_3120_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,Average Laden,km,kWh (Net CV),3.84574
6_304_3117_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kWh (Net CV),4.73428
6_304_3118_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kWh (Net CV),5.77351
6_304_3119_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kWh (Net CV),6.81275
6_304_3120_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Rigid (>17 tonnes),,Average Laden,miles,kWh (Net CV),6.18913
6_304_3121_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,0% Laden,tonne.km,kWh (Net CV),
6_304_3122_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,50% Laden,tonne.km,kWh (Net CV),0.84212
6_304_3123_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,100% Laden,tonne.km,kWh (Net CV),0.49181
6_304_3124_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,Average Laden,tonne.km,kWh (Net CV),0.70133
6_304_3121_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,0% Laden,km,kWh (Net CV),2.59733
6_304_3122_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,50% Laden,km,kWh (Net CV),3.09708
6_304_3123_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,100% Laden,km,kWh (Net CV),3.59682
6_304_3124_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,Average Laden,km,kWh (Net CV),3.25386
6_304_3121_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,0% Laden,miles,kWh (Net CV),4.18000
6_304_3122_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,50% Laden,miles,kWh (Net CV),4.98426
6_304_3123_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,100% Laden,miles,kWh (Net CV),5.78852
6_304_3124_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All rigids,,Average Laden,miles,kWh (Net CV),5.23657
6_304_3125_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,tonne.km,kWh (Net CV),
6_304_3126_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,tonne.km,kWh (Net CV),0.44214
6_304_3127_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,tonne.km,kWh (Net CV),0.26528
6_304_3128_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,Average Laden,tonne.km,kWh (Net CV),0.44214
6_304_3125_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kWh (Net CV),2.40091
6_304_3126_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kWh (Net CV),3.00114
6_304_3127_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kWh (Net CV),3.60137
6_304_3128_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,Average Laden,km,kWh (Net CV),3.00114
6_304_3125_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kWh (Net CV),3.86389
6_304_3126_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kWh (Net CV),4.82986
6_304_3127_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kWh (Net CV),5.79584
6_304_3128_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>3.5 - 33t),,Average Laden,miles,kWh (Net CV),4.82986
6_304_3129_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,0% Laden,tonne.km,kWh (Net CV),
6_304_3130_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,50% Laden,tonne.km,kWh (Net CV),0.36328
6_304_3131_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,100% Laden,tonne.km,kWh (Net CV),0.22705
6_304_3132_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,Average Laden,tonne.km,kWh (Net CV),0.29116
6_304_3129_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,0% Laden,km,kWh (Net CV),2.45709
6_304_3130_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,50% Laden,km,kWh (Net CV),3.27612
6_304_3131_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,100% Laden,km,kWh (Net CV),4.09515
6_304_3132_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,Average Laden,km,kWh (Net CV),3.57097
6_304_3129_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,0% Laden,miles,kWh (Net CV),3.95431
6_304_3130_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,50% Laden,miles,kWh (Net CV),5.27241
6_304_3131_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,100% Laden,miles,kWh (Net CV),6.59051
6_304_3132_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),Articulated (>33t),,Average Laden,miles,kWh (Net CV),5.74693
6_304_3133_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,0% Laden,tonne.km,kWh (Net CV),
6_304_3134_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,50% Laden,tonne.km,kWh (Net CV),0.36531
6_304_3135_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,100% Laden,tonne.km,kWh (Net CV),0.22803
6_304_3136_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,Average Laden,tonne.km,kWh (Net CV),0.29505
6_304_3133_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,0% Laden,km,kWh (Net CV),2.45453
6_304_3134_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,50% Laden,km,kWh (Net CV),3.26357
6_304_3135_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,100% Laden,km,kWh (Net CV),4.07262
6_304_3136_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,Average Laden,km,kWh (Net CV),3.54497
6_304_3133_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,0% Laden,miles,kWh (Net CV),3.95018
6_304_3134_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,50% Laden,miles,kWh (Net CV),5.25221
6_304_3135_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,100% Laden,miles,kWh (Net CV),6.55424
6_304_3136_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All artics,,Average Laden,miles,kWh (Net CV),5.70507
6_304_3137_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,0% Laden,tonne.km,kWh (Net CV),
6_304_3138_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,50% Laden,tonne.km,kWh (Net CV),0.46729
6_304_3139_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,100% Laden,tonne.km,kWh (Net CV),0.28445
6_304_3140_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,Average Laden,tonne.km,kWh (Net CV),0.38194
6_304_3137_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,0% Laden,km,kWh (Net CV),2.51355
6_304_3138_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,50% Laden,km,kWh (Net CV),3.19476
6_304_3139_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,100% Laden,km,kWh (Net CV),3.87596
6_304_3140_4_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,Average Laden,km,kWh (Net CV),3.42464
6_304_3137_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,0% Laden,miles,kWh (Net CV),4.04517
6_304_3138_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,50% Laden,miles,kWh (Net CV),5.14146
6_304_3139_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,100% Laden,miles,kWh (Net CV),6.23775
6_304_3140_9_5,Scope 1,SECR kWh pass & delivery vehs,HGV (all diesel),All HGVs,,Average Laden,miles,kWh (Net CV),5.51143
6_306_3109_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,tonne.km,kWh (Net CV),
6_306_3110_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,tonne.km,kWh (Net CV),2.06536
6_306_3111_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,tonne.km,kWh (Net CV),1.11529
6_306_3112_14_5,Scope 1,SECR kWh pass & delivery vehs,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average Laden,tonne.km,kWh (Net CV),2.37468
